id,title,url,locator,revision,accessed_on,kind,scope,limitations
evidence:huggingfacetb-smollm2-360m-instruct-weight-files,SmolLM2-360M-Instruct — selected weight-file sizes,https://huggingface.co/api/models/HuggingFaceTB/SmolLM2-360M-Instruct?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,a10cc1512eabd3dde888204e902eca88bddb4951,2026-09-15,calculated-from-specifications,HuggingFaceTB/SmolLM2-360M-Instruct؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:huggingfacetb-smollm3-3b-card,SmolLM3-3B — model card,https://huggingface.co/HuggingFaceTB/SmolLM3-3B/blob/a07cc9a04f16550a088caea529712d1d335b0ac1/README.md,"README.md: model description / architecture / intended use; matching lines 26, 33, 345",a07cc9a04f16550a088caea529712d1d335b0ac1,2026-09-15,publisher-report,HuggingFaceTB/SmolLM3-3B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:huggingfacetb-smollm3-3b-metadata,SmolLM3-3B — Hub metadata,https://huggingface.co/api/models/HuggingFaceTB/SmolLM3-3B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,a07cc9a04f16550a088caea529712d1d335b0ac1,2026-09-15,publisher-report,HuggingFaceTB/SmolLM3-3B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:huggingfacetb-smollm3-3b-parameters,SmolLM3-3B — parameter specification,https://huggingface.co/HuggingFaceTB/SmolLM3-3B/blob/a07cc9a04f16550a088caea529712d1d335b0ac1/README.md,"README.md: parameter count / named model variant; matching lines 14, 35, 59, 90, 151, 160, 210, 216, 221, 225, 246, 261",a07cc9a04f16550a088caea529712d1d335b0ac1,2026-09-15,publisher-report,HuggingFaceTB/SmolLM3-3B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:huggingfacetb-smollm3-3b-license,SmolLM3-3B — license declaration,https://huggingface.co/HuggingFaceTB/SmolLM3-3B/blob/a07cc9a04f16550a088caea529712d1d335b0ac1/README.md,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 31, 381, 382",a07cc9a04f16550a088caea529712d1d335b0ac1,2026-09-15,publisher-report,HuggingFaceTB/SmolLM3-3B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:huggingfacetb-smollm3-3b-config,SmolLM3-3B — configuration,https://huggingface.co/HuggingFaceTB/SmolLM3-3B/blob/a07cc9a04f16550a088caea529712d1d335b0ac1/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",a07cc9a04f16550a088caea529712d1d335b0ac1,2026-09-15,publisher-report,HuggingFaceTB/SmolLM3-3B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:huggingfacetb-smollm3-3b-weight-files,SmolLM3-3B — selected weight-file sizes,https://huggingface.co/api/models/HuggingFaceTB/SmolLM3-3B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,a07cc9a04f16550a088caea529712d1d335b0ac1,2026-09-15,calculated-from-specifications,HuggingFaceTB/SmolLM3-3B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-0-6b-card,Qwen3-0.6B — model card,https://huggingface.co/Qwen/Qwen3-0.6B/blob/c1899de289a04d12100db370d81485cdf75e47ca/README.md,"README.md: model description / architecture / intended use; matching lines 15, 17, 20, 22, 23, 25, 118, 218",c1899de289a04d12100db370d81485cdf75e47ca,2026-09-15,publisher-report,Qwen/Qwen3-0.6B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-0-6b-metadata,Qwen3-0.6B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-0.6B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,c1899de289a04d12100db370d81485cdf75e47ca,2026-09-15,publisher-report,Qwen/Qwen3-0.6B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-0-6b-parameters,Qwen3-0.6B — parameter specification,https://huggingface.co/Qwen/Qwen3-0.6B/blob/c1899de289a04d12100db370d81485cdf75e47ca/README.md,"README.md: parameter count / named model variant; matching lines 4, 7, 10, 27, 30, 39, 54, 101, 105, 163, 226, 236",c1899de289a04d12100db370d81485cdf75e47ca,2026-09-15,publisher-report,Qwen/Qwen3-0.6B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-0-6b-license,Qwen3-0.6B — license declaration,https://huggingface.co/Qwen/Qwen3-0.6B/blob/c1899de289a04d12100db370d81485cdf75e47ca/README.md,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 4",c1899de289a04d12100db370d81485cdf75e47ca,2026-09-15,publisher-report,Qwen/Qwen3-0.6B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-0-6b-config,Qwen3-0.6B — configuration,https://huggingface.co/Qwen/Qwen3-0.6B/blob/c1899de289a04d12100db370d81485cdf75e47ca/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",c1899de289a04d12100db370d81485cdf75e47ca,2026-09-15,publisher-report,Qwen/Qwen3-0.6B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-0-6b-context,Qwen3-0.6B — context declaration,https://huggingface.co/Qwen/Qwen3-0.6B/blob/c1899de289a04d12100db370d81485cdf75e47ca/README.md,README.md: context length / model specification / usage limits; matching lines 34,c1899de289a04d12100db370d81485cdf75e47ca,2026-09-15,publisher-report,Qwen/Qwen3-0.6B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-0-6b-weight-files,Qwen3-0.6B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-0.6B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,c1899de289a04d12100db370d81485cdf75e47ca,2026-09-15,calculated-from-specifications,Qwen/Qwen3-0.6B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-1-7b-card,Qwen3-1.7B — model card,https://huggingface.co/Qwen/Qwen3-1.7B/blob/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e/README.md,"README.md: model description / architecture / intended use; matching lines 15, 17, 20, 22, 23, 25, 118, 218",70d244cc86ccca08cf5af4e1e306ecf908b1ad5e,2026-09-15,publisher-report,Qwen/Qwen3-1.7B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-1-7b-metadata,Qwen3-1.7B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-1.7B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,70d244cc86ccca08cf5af4e1e306ecf908b1ad5e,2026-09-15,publisher-report,Qwen/Qwen3-1.7B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-1-7b-parameters,Qwen3-1.7B — parameter specification,https://huggingface.co/Qwen/Qwen3-1.7B/blob/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e/README.md,"README.md: parameter count / named model variant; matching lines 4, 7, 10, 27, 30, 39, 54, 101, 105, 163, 226, 236",70d244cc86ccca08cf5af4e1e306ecf908b1ad5e,2026-09-15,publisher-report,Qwen/Qwen3-1.7B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-1-7b-license,Qwen3-1.7B — license declaration,https://huggingface.co/Qwen/Qwen3-1.7B/blob/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e/README.md,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 4",70d244cc86ccca08cf5af4e1e306ecf908b1ad5e,2026-09-15,publisher-report,Qwen/Qwen3-1.7B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-1-7b-config,Qwen3-1.7B — configuration,https://huggingface.co/Qwen/Qwen3-1.7B/blob/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",70d244cc86ccca08cf5af4e1e306ecf908b1ad5e,2026-09-15,publisher-report,Qwen/Qwen3-1.7B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
evidence:qwen-qwen3-1-7b-context,Qwen3-1.7B — context declaration,https://huggingface.co/Qwen/Qwen3-1.7B/blob/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e/README.md,README.md: context length / model specification / usage limits; matching lines 34,70d244cc86ccca08cf5af4e1e306ecf908b1ad5e,2026-09-15,publisher-report,Qwen/Qwen3-1.7B؛ طول زمینهٔ اعلام‌شده، جدا از مقدار پیکربندی و طول آزموده‌شده.,KV cache، توکن تصویر و خروجی تولیدی نیز باید در سناریوی واقعی حساب شوند.
evidence:qwen-qwen3-1-7b-weight-files,Qwen3-1.7B — selected weight-file sizes,https://huggingface.co/api/models/Qwen/Qwen3-1.7B?blobs=true,$.siblings[ rfilename matches selected manifest filenames ].size; $.sha,70d244cc86ccca08cf5af4e1e306ecf908b1ad5e,2026-09-15,calculated-from-specifications,Qwen/Qwen3-1.7B؛ جمع بایت فایل‌های وزن همین نمایش؛ توکنایزر، cache و تبدیل خارج است.,اندازهٔ دیسک است؛ معادل VRAM یا RAM نیست. | هیچ فایل وزن دانلود یا روی سخت‌افزار اجرا نشده است.
evidence:qwen-qwen3-14b-card,Qwen3-14B — model card,https://huggingface.co/Qwen/Qwen3-14B/blob/40c069824f4251a91eefaf281ebe4c544efd3e18/README.md,"README.md: model description / architecture / intended use; matching lines 15, 17, 20, 22, 23, 25, 115, 215",40c069824f4251a91eefaf281ebe4c544efd3e18,2026-09-15,publisher-report,Qwen/Qwen3-14B؛ شناسنامه و کاربرد اعلام‌شده، بدون تأیید مستقل.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست. | کیفیت، زمان پاسخ و حداقل سخت‌افزار از شناسنامه استنتاج نمی‌شود.
evidence:qwen-qwen3-14b-metadata,Qwen3-14B — Hub metadata,https://huggingface.co/api/models/Qwen/Qwen3-14B?blobs=true,$.sha; $.id; $.pipeline_tag; $.cardData; $.safetensors; $.siblings,40c069824f4251a91eefaf281ebe4c544efd3e18,2026-09-15,publisher-report,Qwen/Qwen3-14B؛ فرادادهٔ مشاهده‌شده در این تاریخ، نه اندازه‌گیری اجرای مدل.,فهرست فایل و شمار tensorها معادل حافظهٔ اجرا یا شمار پارامتر یکتا نیست.
evidence:qwen-qwen3-14b-parameters,Qwen3-14B — parameter specification,https://huggingface.co/Qwen/Qwen3-14B/blob/40c069824f4251a91eefaf281ebe4c544efd3e18/README.md,"README.md: parameter count / named model variant; matching lines 4, 7, 10, 27, 30, 51, 98, 102, 160, 223, 233, 326",40c069824f4251a91eefaf281ebe4c544efd3e18,2026-09-15,publisher-report,Qwen/Qwen3-14B؛ شمار پارامترهای معرفی‌شده و حدود شمارش آن‌ها.,اعداد پارامتر معرفی مدل، گرد‌شده‌اند؛ safetensors.total شمار عناصر ذخیره‌شده است و الزاماً پارامتر یکتا نیست.
evidence:qwen-qwen3-14b-license,Qwen3-14B — license declaration,https://huggingface.co/Qwen/Qwen3-14B/blob/40c069824f4251a91eefaf281ebe4c544efd3e18/README.md,"README.md: license / underlying-model terms; Hub $.cardData.license; matching lines 3, 4",40c069824f4251a91eefaf281ebe4c544efd3e18,2026-09-15,publisher-report,Qwen/Qwen3-14B؛ نام و شرایط مجوز اعلام‌شدهٔ ناشر؛ بدون داوری دربارهٔ اجرای حقوقی در ایران.,
evidence:qwen-qwen3-14b-config,Qwen3-14B — configuration,https://huggingface.co/Qwen/Qwen3-14B/blob/40c069824f4251a91eefaf281ebe4c544efd3e18/config.json,"config.json: architectures, model_type, text_config, max_position_embeddings, quantization_config, torch_dtype/dtype",40c069824f4251a91eefaf281ebe4c544efd3e18,2026-09-15,publisher-report,Qwen/Qwen3-14B؛ پیکربندی checkpoint، نه نتیجهٔ آزمون کیفیت یا سازگاری.,
